date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:37:16	170942/170942	------	200	untouched ('OK')	text/html	etag:W/%228fc3-5ff742c3b7d6f-gzip%22	https://www.pwc.fr/fr/industries/banques-marches-de-capitaux.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/banques-marches-de-capitaux.html	(from https://www.pwc.fr/)
23:37:16	209754/209754	------	200	untouched ('OK')	text/html	etag:W/%2294b0-5ff742c5d957b-gzip%22	https://www.pwc.fr/fr/industries/distribution-biens-de-consommation.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/distribution-biens-de-consommation.html	(from https://www.pwc.fr/)
23:37:16	190793/190793	------	200	untouched ('OK')	text/html	etag:W/%229865-5ff6eba94a76f-gzip%22	https://www.pwc.fr/fr/industries/energies-utilities.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/energies-utilities.html	(from https://www.pwc.fr/)
23:37:16	169767/169767	------	200	untouched ('OK')	text/html	etag:W/%2292d4-5ff6aa4161e68-gzip%22	https://www.pwc.fr/fr/industries/immobilier-et-hotellerie.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/immobilier-et-hotellerie.html	(from https://www.pwc.fr/)
23:37:16	4104/4104	------	404	error ('Not%20Found')	text/html	etag:%220e1be9b5331c1b6167bf6b00e0b35c38:1686234374.28745%22	https://www.pwc.fr/Unable%20to%20load%20target-vec.js	C:/Mes%20Sites%20Web/pw/www.pwc.fr/Unable%20to%20load%20target-vec.62.delayed	(from http://assets.adobedtm.com/94ed34440bb5/527900b2ae4b/launch-519328edb4b5.min.js)
23:37:16	177335/177335	------	200	untouched ('OK')	text/html	etag:W/%22b107-5ff676f616b88-gzip%22	https://www.pwc.fr/fr/industries/sante.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/sante.html	(from https://www.pwc.fr/)
23:37:16	181788/181788	------	200	untouched ('OK')	text/html	etag:W/%228f6c-5ff742caf2c7a-gzip%22	https://www.pwc.fr/fr/industries/ingenierie-construction.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/ingenierie-construction.html	(from https://www.pwc.fr/)
23:37:16	195648/195648	------	200	untouched ('OK')	text/html	etag:W/%22a5ce-5ff742ce47548-gzip%22	https://www.pwc.fr/fr/industries/loisirs-medias.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/loisirs-medias.html	(from https://www.pwc.fr/)
23:37:16	166324/166324	------	200	untouched ('OK')	text/html	etag:W/%228453-5ff742d0721f7-gzip%22	https://www.pwc.fr/fr/industries/capital-investissement-private-equity.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/capital-investissement-private-equity.html	(from https://www.pwc.fr/)
23:37:16	196238/196238	------	200	untouched ('OK')	text/html	etag:W/%22a4ca-5ff742d311544-gzip%22	https://www.pwc.fr/fr/industries/technologie.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/technologie.html	(from https://www.pwc.fr/)
23:37:16	183776/183776	------	200	untouched ('OK')	text/html	etag:W/%22a5a3-5ff6ee6adc0a5-gzip%22	https://www.pwc.fr/fr/industries/telecommunications.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/telecommunications.html	(from https://www.pwc.fr/)
23:37:16	139898/139898	------	200	untouched ('OK')	text/html	etag:W/%227531-5ff742d6e129c-gzip%22	https://www.pwc.fr/fr/industries/autres-secteurs.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/autres-secteurs.html	(from https://www.pwc.fr/)
23:37:16	171219/171219	------	200	untouched ('OK')	text/html	etag:W/%227a81-5ff742d926ebe-gzip%22	https://www.pwc.fr/fr/expertises.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises.html	(from https://www.pwc.fr/)
23:37:16	185022/185022	------	200	untouched ('OK')	text/html	etag:W/%22cad6-5ff742dd69fe7-gzip%22	https://www.pwc.fr/fr/expertises/audit.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises/audit.html	(from https://www.pwc.fr/)
23:37:16	169041/169041	------	200	untouched ('OK')	text/html	etag:W/%229203-5ff742e13b720-gzip%22	https://www.pwc.fr/fr/expertises/conseil.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises/conseil.html	(from https://www.pwc.fr/)
23:37:16	191457/191457	------	200	untouched ('OK')	text/html	etag:W/%22c204-5ff6a696bd90a-gzip%22	https://www.pwc.fr/fr/expertises/gestion-des-risques.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises/gestion-des-risques.html	(from https://www.pwc.fr/)
23:37:16	189956/189956	------	200	untouched ('OK')	text/html	etag:W/%22ad1c-5ff67bd84901b-gzip%22	https://www.pwc.fr/fr/expertises/transactions.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises/transactions.html	(from https://www.pwc.fr/)
23:37:16	4104/4104	------	404	error ('Not%20Found')	text/html	etag:%220e1be9b5331c1b6167bf6b00e0b35c38:1686234374.28745%22	https://www.pwc.fr/Loading%20target-vec.js	C:/Mes%20Sites%20Web/pw/www.pwc.fr/Loading%20target-vec.63.delayed	(from http://assets.adobedtm.com/94ed34440bb5/527900b2ae4b/launch-519328edb4b5.min.js)
23:37:16	150152/150152	------	200	untouched ('OK')	text/html	etag:W/%227b55-5ff67a8271a21-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous.html	(from https://www.pwc.fr/)
23:37:16	143698/143698	------	200	untouched ('OK')	text/html	etag:W/%22c0af-5ff68dd94db2a-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/notre-strategie.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/notre-strategie.html	(from https://www.pwc.fr/)
23:37:16	138640/138640	------	200	untouched ('OK')	text/html	etag:W/%22aced-5ff742e7dac66%22	https://www.pwc.fr/fr/qui-sommes-nous/raison-d-etre-et-valeurs.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/raison-d-etre-et-valeurs.html	(from https://www.pwc.fr/)
23:37:16	180083/180083	------	200	untouched ('OK')	text/html	etag:W/%22fd65-5ff687aa1f0e3%22	https://www.pwc.fr/fr/qui-sommes-nous/notre-strategie/agir-collectivement-pour-un-impact-positif.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/notre-strategie/agir-collectivement-pour-un-impact-positif.html	(from https://www.pwc.fr/)
23:37:16	179649/179649	------	200	untouched ('OK')	text/html	etag:W/%22ba92-5ff685a147bfd-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/pwc-france-et-paris-2024.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/pwc-france-et-paris-2024.html	(from https://www.pwc.fr/)
23:37:16	131842/131842	------	200	untouched ('OK')	text/html	etag:W/%22925f-5ff6ac84da236-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/ethique-et-conformite.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/ethique-et-conformite.html	(from https://www.pwc.fr/)
23:37:16	150124/150124	------	200	untouched ('OK')	text/html	date:Sat,%2001%20Jul%202023%2022:09:09%20GMT	https://www.pwc.fr/fr/qui-sommes-nous.html/	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous.html/index.html	(from https://www.pwc.fr/)
23:37:16	140066/140066	------	200	untouched ('OK')	text/html	etag:W/%226872-5ff742ec302b8-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/publications-institutionnelles.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/publications-institutionnelles.html	(from https://www.pwc.fr/)
23:37:16	148555/148555	------	200	untouched ('OK')	text/html	etag:W/%228234-5ff67aedcef44-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/ou-nous-trouver.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/ou-nous-trouver.html	(from https://www.pwc.fr/)
23:37:16	160256/160256	------	200	untouched ('OK')	text/html	etag:W/%226328-5ff6766ea00d6-gzip%22	https://www.pwc.fr/fr/publications.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/publications.html	(from https://www.pwc.fr/)
23:37:16	160050/160050	------	200	untouched ('OK')	text/html	etag:W/%22726d-5ff6759c66be8-gzip%22	https://www.pwc.fr/fr/espace-presse.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/espace-presse.html	(from https://www.pwc.fr/)
23:37:16	162577/162577	------	200	untouched ('OK')	text/html	etag:W/%22626d-5ff742f323a17-gzip%22	https://www.pwc.fr/fr/decryptages.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/decryptages.html	(from https://www.pwc.fr/)
23:37:16	162723/162723	------	200	untouched ('OK')	text/html	etag:W/%227fe8-5ff742f548731-gzip%22	https://www.pwc.fr/fr/vos-enjeux/pwc-en-direct-le-podcast.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/pwc-en-direct-le-podcast.html	(from https://www.pwc.fr/)
23:37:16	143607/143607	------	200	untouched ('OK')	text/html	etag:W/%227bba-5ff742f7c1878-gzip%22	https://www.pwc.fr/fr/vos-enjeux/pwc-en-direct.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/pwc-en-direct.html	(from https://www.pwc.fr/)
23:37:16	122765/122765	------	200	untouched ('OK')	text/html	etag:W/%2266e2-5ff742fa08217-gzip%22	https://www.pwc.fr/fr/expertises/pwc-focus.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises/pwc-focus.html	(from https://www.pwc.fr/)
23:37:16	135651/135651	------	200	untouched ('OK')	text/html	etag:W/%229d8f-5ff67a97457b3-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/notre-organisation.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/notre-organisation.html	(from https://www.pwc.fr/)
23:37:16	4104/4104	------	404	error ('Not%20Found')	text/html	etag:%220e1be9b5331c1b6167bf6b00e0b35c38:1686234374.28745%22	https://www.pwc.fr/helpers/getObjectProperty.js	C:/Mes%20Sites%20Web/pw/www.pwc.fr/helpers/getObjectProperty.64.delayed	(from http://assets.adobedtm.com/94ed34440bb5/527900b2ae4b/launch-519328edb4b5.min.js)
23:37:16	125917/125917	------	200	untouched ('OK')	text/html	etag:W/%227799-5ff67ab10ddce-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/conseil-de-surveillance.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/conseil-de-surveillance.html	(from https://www.pwc.fr/)
23:37:16	114387/114387	------	200	untouched ('OK')	text/html	date:Sat,%2001%20Jul%202023%2022:09:26%20GMT	https://www.pwc.fr/fr/search-results.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/search-results.html	(from https://www.pwc.fr/)
23:37:16	178519/178519	------	200	untouched ('OK')	text/html	etag:W/%22fdcf-5ff742fde5e5b-gzip%22	https://www.pwc.fr/fr/publications/pme-eti-entreprises-familiales/entreprises-familiales-engagees-pour-un-futur-durable.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/publications/pme-eti-entreprises-familiales/entreprises-familiales-engagees-pour-un-futur-durable.html	(from https://www.pwc.fr/)
23:37:16	205909/205909	------	200	untouched ('')	image/jpeg	etag:W/%2232455-5ff3177c70792%22	https://www.pwc.fr/content/dam/pwc/fr/fr/assets/images/2023/06/fr-france-1600x900-AdobeStock_177872137.jpg	C:/Mes%20Sites%20Web/pw/www.pwc.fr/content/dam/pwc/fr/fr/assets/images/2023/06/fr-france-1600x900-AdobeStock_177872137.jpg	(from https://www.pwc.fr/)
23:37:16	3773/3773	------	200	untouched ('')	application/javascript	etag:%22ebd-5ff676a415c52-gzip%22	https://www.pwc.fr/etc.clientlibs/pwc/components/content/social-share-v2/clientlibs.min.12c4056dce774faf1212da2ba4efeb15.js	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/components/content/social-share-v2/clientlibs.min.12c4056dce774faf1212da2ba4efeb15.js	(from https://www.pwc.fr/)
23:37:16	102746/102746	------	200	untouched ('')	image/jpeg	etag:%221a03a-5fd7309a49e6b%22	https://letsgofrance.pwc.fr/fr/images/2023/06/decryptage-6/fr-letsgofrance-670x377-GettyImages-734166473.jpg	C:/Mes%20Sites%20Web/pw/letsgofrance.pwc.fr/fr/images/2023/06/decryptage-6/fr-letsgofrance-670x377-GettyImages-734166473.jpg	(from https://www.pwc.fr/)
23:37:16	166741/166741	------	200	untouched ('OK')	text/html	etag:W/%22c6a4-5ff74302c5a17%22	https://www.pwc.fr/fr/publications/developpement-durable/biodiversite-un-enjeu-universel.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/publications/developpement-durable/biodiversite-un-enjeu-universel.html	(from https://www.pwc.fr/)
23:37:16	79937/79937	------	200	untouched ('')	image/jpeg	etag:%2218e04-5ee5a45f4b318%22	https://www.pwc.com/gx/en/brand-simplified/teaser-images-670/hospitality-leisure/damil-gettyimages-918400278-670.jpg	C:/Mes%20Sites%20Web/pw/www.pwc.com/gx/en/brand-simplified/teaser-images-670/hospitality-leisure/damil-gettyimages-918400278-670.jpg	(from https://www.pwc.fr/)
