date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:07:53	80368/80368	---M-Z	200	added ('OK')	application/javascript	etag:%22139f0-5ff681705c2d8-gzip%22	https://www.pwc.fr/etc.clientlibs/pwc/clientlibs/handlebars.min.25dbbd6993a041605ec4deaec873a530.js	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/clientlibs/handlebars.min.25dbbd6993a041605ec4deaec873a530.js	(from https://www.pwc.fr/)
22:07:53	20239/20239	---M-Z	200	added ('OK')	application/javascript	etag:%224f0f-5ff67b3964de7-gzip%22	https://www.pwc.fr/etc.clientlibs/pwc/clientlibs/purify.min.3379e6726488550db7a6c54c0dcfda3c.js	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/clientlibs/purify.min.3379e6726488550db7a6c54c0dcfda3c.js	(from https://www.pwc.fr/)
22:07:53	150321/150321	---M-Z	200	added ('OK')	text/css	etag:%2224b31-5ff67592de9ec-gzip%22	https://www.pwc.fr/etc.clientlibs/pwc/clientlibs/longform/style-colors-rebrand.min.1ba72a15ee11df4c7a7e0ec1d1ae802e.css	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/clientlibs/longform/style-colors-rebrand.min.1ba72a15ee11df4c7a7e0ec1d1ae802e.css	(from https://www.pwc.fr/)
22:07:54	940476/940476	---M-Z	200	added ('OK')	text/css	etag:%22e59bc-5ff6759048c02-gzip%22	https://www.pwc.fr/etc.clientlibs/pwc/clientlibs/rebrand-clientlibs/components-colors.min.9a202ee05c2b67cbd5da2c3c255800b1.css	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/clientlibs/rebrand-clientlibs/components-colors.min.9a202ee05c2b67cbd5da2c3c255800b1.css	(from https://www.pwc.fr/)
22:07:55	8705/8705	---M-Z	404	error ('Not%20Found')	text/html	etag:%220e1be9b5331c1b6167bf6b00e0b35c38:1686234374.28745%22	https://www.pwc.fr/ak.m	C:/Mes%20Sites%20Web/pw/www.pwc.fr/ak.m	(from https://www.pwc.fr/)
22:07:56	8705/8705	---M-Z	404	error ('Not%20Found')	text/html	etag:%220e1be9b5331c1b6167bf6b00e0b35c38:1686234374.28745%22	https://www.pwc.fr/ak.t	C:/Mes%20Sites%20Web/pw/www.pwc.fr/ak.t	(from https://www.pwc.fr/)
22:07:57	128483/128483	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202023%2022:07:56%20GMT	https://www.pwc.fr/fr	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr.html	(from https://www.pwc.fr/)
22:07:57	613/613	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2027%20Aug%202022%2001:42:34%20GMT	https://www.pwc.fr/etc.clientlibs/pwc/clientlibs/rebrand-clientlibs/components-colors/resources/images/slim-header-v2/search-icon.svg	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/clientlibs/rebrand-clientlibs/components-colors/resources/images/slim-header-v2/search-icon.svg	(from https://www.pwc.fr/)
22:07:58	157636/157636	---M-Z	200	added ('OK')	text/html	etag:W/%229e23-5ff734165ee62-gzip%22	https://www.pwc.fr/fr/expertises/conseil/technology/pwc-store.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises/conseil/technology/pwc-store.html	(from https://www.pwc.fr/)
22:07:59	969/969	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Feb%202021%2003:27:30%20GMT	https://www.pwc.fr/etc.clientlibs/pwc/clientlibs/rebrand-clientlibs/components-colors/resources/images/slim-header-v2/Chevron.svg	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/clientlibs/rebrand-clientlibs/components-colors/resources/images/slim-header-v2/Chevron.svg	(from https://www.pwc.fr/)
22:07:59	2128/2128	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Feb%202021%2003:27:30%20GMT	https://www.pwc.fr/etc.clientlibs/pwc/clientlibs/rebrand-clientlibs/components-colors/resources/images/slim-header-v2/close-icon-white.svg	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/clientlibs/rebrand-clientlibs/components-colors/resources/images/slim-header-v2/close-icon-white.svg	(from https://www.pwc.fr/)
22:08:01	150362/150362	---M-Z	200	added ('OK')	text/html	etag:W/%228c03-5ff6a4ac226e3-gzip%22	https://www.pwc.fr/fr/vos-enjeux.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux.html	(from https://www.pwc.fr/)
22:08:02	177172/177172	---M-Z	200	added ('OK')	text/html	etag:W/%22ad43-5ff676373c492%22	https://www.pwc.fr/fr/vos-enjeux/transition-ecologique-et-societale.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/transition-ecologique-et-societale.html	(from https://www.pwc.fr/)
22:08:06	175796/175796	---M-Z	200	added ('OK')	text/html	etag:W/%22b508-5ff742acd5443-gzip%22	https://www.pwc.fr/fr/vos-enjeux/technologie-et-performance.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/technologie-et-performance.html	(from https://www.pwc.fr/)
22:08:08	179951/179951	---M-Z	200	added ('OK')	text/html	etag:%22b5d0-5ff735f26655d-gzip%22	https://www.pwc.fr/fr/vos-enjeux/culture-et-responsabilite-entreprise.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/culture-et-responsabilite-entreprise.html	(from https://www.pwc.fr/)
22:08:09	174256/174256	---M-Z	200	added ('OK')	text/html	etag:W/%22b18b-5ff6d6b9285cf-gzip%22	https://www.pwc.fr/fr/vos-enjeux/transparence-et-maitrise-des-risques.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/transparence-et-maitrise-des-risques.html	(from https://www.pwc.fr/)
22:08:10	173509/173509	---M-Z	200	added ('OK')	text/html	etag:W/%22aa2d-5ff6f3903de41-gzip%22	https://www.pwc.fr/fr/vos-enjeux/strategies-de-croissance.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/strategies-de-croissance.html	(from https://www.pwc.fr/)
22:08:13	171388/171388	---M-Z	200	added ('OK')	text/html	etag:W/%22ae89-5ff742b42135e-gzip%22	https://www.pwc.fr/fr/vos-enjeux/transformation-des-business-models.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/transformation-des-business-models.html	(from https://www.pwc.fr/)
22:08:14	169577/169577	---M-Z	200	added ('OK')	text/html	etag:W/%22bc58-5ff6ef315bc22-gzip%22	https://www.pwc.fr/fr/vos-enjeux/les-entreprises-eti.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/les-entreprises-eti.html	(from https://www.pwc.fr/)
22:08:16	161514/161514	---M-Z	200	added ('OK')	text/html	etag:W/%22adc2-5ff685309d90d-gzip%22	https://www.pwc.fr/fr/vos-enjeux/startups-and-innovation.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/startups-and-innovation.html	(from https://www.pwc.fr/)
22:08:17	141077/141077	---M-Z	200	added ('OK')	text/html	etag:W/%225456-5ff742b84905c-gzip%22	https://www.pwc.fr/fr/actualites.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/actualites.html	(from https://www.pwc.fr/)
22:08:17	14470/14470	---M--	200	added ('OK')	image/jpeg	etag:W/%223886-5f06d503d69c9%22	https://www.pwc.com/gx/en/brand-simplified/teaser-images-670/governance/damil-gettyimages-565975441-670.jpg.pwcimage.150.100.jpg	C:/Mes%20Sites%20Web/pw/www.pwc.com/gx/en/brand-simplified/teaser-images-670/governance/damil-gettyimages-565975441-670.jpg.pwcimage.150.100.jpg	(from https://www.pwc.fr/)
22:08:20	158105/158105	---M-Z	200	added ('OK')	text/html	etag:W/%226d86-5ff742bb49076-gzip%22	https://www.pwc.fr/fr/industries.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries.html	(from https://www.pwc.fr/)
22:08:22	175480/175480	---M-Z	200	added ('OK')	text/html	etag:W/%22a3f0-5ff69cdee1b95-gzip%22	https://www.pwc.fr/fr/industries/aeronautique-defense-spatial.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/aeronautique-defense-spatial.html	(from https://www.pwc.fr/)
22:08:23	183634/183634	---M-Z	200	added ('OK')	text/html	etag:W/%22925b-5ff737d08ec84-gzip%22	https://www.pwc.fr/fr/industries/assurance.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/assurance.html	(from https://www.pwc.fr/)
22:08:27	177308/177308	---M-Z	200	added ('OK')	text/html	etag:W/%2284e5-5ff742c0aa016-gzip%22	https://www.pwc.fr/fr/industries/automobile.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/automobile.html	(from https://www.pwc.fr/)
22:08:29	170942/170942	---M-Z	200	added ('OK')	text/html	etag:W/%228fc3-5ff742c3b7d6f-gzip%22	https://www.pwc.fr/fr/industries/banques-marches-de-capitaux.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/banques-marches-de-capitaux.html	(from https://www.pwc.fr/)
22:08:31	209754/209754	---M-Z	200	added ('OK')	text/html	etag:W/%2294b0-5ff742c5d957b-gzip%22	https://www.pwc.fr/fr/industries/distribution-biens-de-consommation.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/distribution-biens-de-consommation.html	(from https://www.pwc.fr/)
22:08:32	190793/190793	---M-Z	200	added ('OK')	text/html	etag:W/%229865-5ff6eba94a76f-gzip%22	https://www.pwc.fr/fr/industries/energies-utilities.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/energies-utilities.html	(from https://www.pwc.fr/)
22:08:34	169767/169767	---M-Z	200	added ('OK')	text/html	etag:W/%2292d4-5ff6aa4161e68-gzip%22	https://www.pwc.fr/fr/industries/immobilier-et-hotellerie.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/immobilier-et-hotellerie.html	(from https://www.pwc.fr/)
22:08:34	177335/177335	---M-Z	200	added ('OK')	text/html	etag:W/%22b107-5ff676f616b88-gzip%22	https://www.pwc.fr/fr/industries/sante.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/sante.html	(from https://www.pwc.fr/)
22:08:37	181788/181788	---M-Z	200	added ('OK')	text/html	etag:W/%228f6c-5ff742caf2c7a-gzip%22	https://www.pwc.fr/fr/industries/ingenierie-construction.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/ingenierie-construction.html	(from https://www.pwc.fr/)
22:08:40	195648/195648	---M-Z	200	added ('OK')	text/html	etag:W/%22a5ce-5ff742ce47548-gzip%22	https://www.pwc.fr/fr/industries/loisirs-medias.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/loisirs-medias.html	(from https://www.pwc.fr/)
22:08:43	166324/166324	---M-Z	200	added ('OK')	text/html	etag:W/%228453-5ff742d0721f7-gzip%22	https://www.pwc.fr/fr/industries/capital-investissement-private-equity.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/capital-investissement-private-equity.html	(from https://www.pwc.fr/)
22:08:46	196238/196238	---M-Z	200	added ('OK')	text/html	etag:W/%22a4ca-5ff742d311544-gzip%22	https://www.pwc.fr/fr/industries/technologie.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/technologie.html	(from https://www.pwc.fr/)
22:08:47	183776/183776	---M-Z	200	added ('OK')	text/html	etag:W/%22a5a3-5ff6ee6adc0a5-gzip%22	https://www.pwc.fr/fr/industries/telecommunications.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/telecommunications.html	(from https://www.pwc.fr/)
22:08:49	139898/139898	---M-Z	200	added ('OK')	text/html	etag:W/%227531-5ff742d6e129c-gzip%22	https://www.pwc.fr/fr/industries/autres-secteurs.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/industries/autres-secteurs.html	(from https://www.pwc.fr/)
22:08:53	171219/171219	---M-Z	200	added ('OK')	text/html	etag:W/%227a81-5ff742d926ebe-gzip%22	https://www.pwc.fr/fr/expertises.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises.html	(from https://www.pwc.fr/)
22:08:58	185022/185022	---M-Z	200	added ('OK')	text/html	etag:W/%22cad6-5ff742dd69fe7-gzip%22	https://www.pwc.fr/fr/expertises/audit.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises/audit.html	(from https://www.pwc.fr/)
22:09:00	169041/169041	---M-Z	200	added ('OK')	text/html	etag:W/%229203-5ff742e13b720-gzip%22	https://www.pwc.fr/fr/expertises/conseil.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises/conseil.html	(from https://www.pwc.fr/)
22:09:02	191457/191457	---M-Z	200	added ('OK')	text/html	etag:W/%22c204-5ff6a696bd90a-gzip%22	https://www.pwc.fr/fr/expertises/gestion-des-risques.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises/gestion-des-risques.html	(from https://www.pwc.fr/)
22:09:03	189956/189956	---M-Z	200	added ('OK')	text/html	etag:W/%22ad1c-5ff67bd84901b-gzip%22	https://www.pwc.fr/fr/expertises/transactions.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises/transactions.html	(from https://www.pwc.fr/)
22:09:04	150152/150152	---M-Z	200	added ('OK')	text/html	etag:W/%227b55-5ff67a8271a21-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous.html	(from https://www.pwc.fr/)
22:09:04	143698/143698	---M-Z	200	added ('OK')	text/html	etag:W/%22c0af-5ff68dd94db2a-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/notre-strategie.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/notre-strategie.html	(from https://www.pwc.fr/)
22:09:06	138640/138640	---M-Z	200	added ('OK')	text/html	etag:W/%22aced-5ff742e7dac66%22	https://www.pwc.fr/fr/qui-sommes-nous/raison-d-etre-et-valeurs.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/raison-d-etre-et-valeurs.html	(from https://www.pwc.fr/)
22:09:08	180083/180083	---M-Z	200	added ('OK')	text/html	etag:W/%22fd65-5ff687aa1f0e3%22	https://www.pwc.fr/fr/qui-sommes-nous/notre-strategie/agir-collectivement-pour-un-impact-positif.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/notre-strategie/agir-collectivement-pour-un-impact-positif.html	(from https://www.pwc.fr/)
22:09:09	179649/179649	---M-Z	200	added ('OK')	text/html	etag:W/%22ba92-5ff685a147bfd-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/pwc-france-et-paris-2024.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/pwc-france-et-paris-2024.html	(from https://www.pwc.fr/)
22:09:09	131842/131842	---M-Z	200	added ('OK')	text/html	etag:W/%22925f-5ff6ac84da236-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/ethique-et-conformite.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/ethique-et-conformite.html	(from https://www.pwc.fr/)
22:09:10	150124/150124	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202023%2022:09:09%20GMT	https://www.pwc.fr/fr/qui-sommes-nous.html/	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous.html/index.html	(from https://www.pwc.fr/)
22:09:11	140066/140066	---M-Z	200	added ('OK')	text/html	etag:W/%226872-5ff742ec302b8-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/publications-institutionnelles.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/publications-institutionnelles.html	(from https://www.pwc.fr/)
22:09:15	148555/148555	---M-Z	200	added ('OK')	text/html	etag:W/%228234-5ff67aedcef44-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/ou-nous-trouver.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/ou-nous-trouver.html	(from https://www.pwc.fr/)
22:09:15	160256/160256	---M-Z	200	added ('OK')	text/html	etag:W/%226328-5ff6766ea00d6-gzip%22	https://www.pwc.fr/fr/publications.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/publications.html	(from https://www.pwc.fr/)
22:09:16	160050/160050	---M-Z	200	added ('OK')	text/html	etag:W/%22726d-5ff6759c66be8-gzip%22	https://www.pwc.fr/fr/espace-presse.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/espace-presse.html	(from https://www.pwc.fr/)
22:09:18	162577/162577	---M-Z	200	added ('OK')	text/html	etag:W/%22626d-5ff742f323a17-gzip%22	https://www.pwc.fr/fr/decryptages.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/decryptages.html	(from https://www.pwc.fr/)
22:09:21	162723/162723	---M-Z	200	added ('OK')	text/html	etag:W/%227fe8-5ff742f548731-gzip%22	https://www.pwc.fr/fr/vos-enjeux/pwc-en-direct-le-podcast.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/pwc-en-direct-le-podcast.html	(from https://www.pwc.fr/)
22:09:24	143607/143607	---M-Z	200	added ('OK')	text/html	etag:W/%227bba-5ff742f7c1878-gzip%22	https://www.pwc.fr/fr/vos-enjeux/pwc-en-direct.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/vos-enjeux/pwc-en-direct.html	(from https://www.pwc.fr/)
22:09:25	122765/122765	---M-Z	200	added ('OK')	text/html	etag:W/%2266e2-5ff742fa08217-gzip%22	https://www.pwc.fr/fr/expertises/pwc-focus.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/expertises/pwc-focus.html	(from https://www.pwc.fr/)
22:09:26	135651/135651	---M-Z	200	added ('OK')	text/html	etag:W/%229d8f-5ff67a97457b3-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/notre-organisation.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/notre-organisation.html	(from https://www.pwc.fr/)
22:09:27	125917/125917	---M-Z	200	added ('OK')	text/html	etag:W/%227799-5ff67ab10ddce-gzip%22	https://www.pwc.fr/fr/qui-sommes-nous/conseil-de-surveillance.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/qui-sommes-nous/conseil-de-surveillance.html	(from https://www.pwc.fr/)
22:09:27	114387/114387	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202023%2022:09:26%20GMT	https://www.pwc.fr/fr/search-results.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/search-results.html	(from https://www.pwc.fr/)
22:09:30	178519/178519	---M-Z	200	added ('OK')	text/html	etag:W/%22fdcf-5ff742fde5e5b-gzip%22	https://www.pwc.fr/fr/publications/pme-eti-entreprises-familiales/entreprises-familiales-engagees-pour-un-futur-durable.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/publications/pme-eti-entreprises-familiales/entreprises-familiales-engagees-pour-un-futur-durable.html	(from https://www.pwc.fr/)
22:09:30	3773/3773	---M-Z	200	added ('OK')	application/javascript	etag:%22ebd-5ff676a415c52-gzip%22	https://www.pwc.fr/etc.clientlibs/pwc/components/content/social-share-v2/clientlibs.min.12c4056dce774faf1212da2ba4efeb15.js	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/components/content/social-share-v2/clientlibs.min.12c4056dce774faf1212da2ba4efeb15.js	(from https://www.pwc.fr/)
22:09:31	205909/205909	---M--	200	added ('OK')	image/jpeg	etag:W/%2232455-5ff3177c70792%22	https://www.pwc.fr/content/dam/pwc/fr/fr/assets/images/2023/06/fr-france-1600x900-AdobeStock_177872137.jpg	C:/Mes%20Sites%20Web/pw/www.pwc.fr/content/dam/pwc/fr/fr/assets/images/2023/06/fr-france-1600x900-AdobeStock_177872137.jpg	(from https://www.pwc.fr/)
22:09:33	102746/102746	---M--	200	added ('OK')	image/jpeg	etag:%221a03a-5fd7309a49e6b%22	https://letsgofrance.pwc.fr/fr/images/2023/06/decryptage-6/fr-letsgofrance-670x377-GettyImages-734166473.jpg	C:/Mes%20Sites%20Web/pw/letsgofrance.pwc.fr/fr/images/2023/06/decryptage-6/fr-letsgofrance-670x377-GettyImages-734166473.jpg	(from https://www.pwc.fr/)
22:09:36	166741/166741	---M-Z	200	added ('OK')	text/html	etag:W/%22c6a4-5ff74302c5a17%22	https://www.pwc.fr/fr/publications/developpement-durable/biodiversite-un-enjeu-universel.html	C:/Mes%20Sites%20Web/pw/www.pwc.fr/fr/publications/developpement-durable/biodiversite-un-enjeu-universel.html	(from https://www.pwc.fr/)
22:09:37	1327/1327	---M-Z	200	added ('OK')	application/javascript	etag:%2252f-5ff6788d4ae35-gzip%22	https://www.pwc.fr/etc.clientlibs/pwc/components/modernized/content/richtext/clientlibs-button.min.05014ed24e6422289f02e026aef427f0.js	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/components/modernized/content/richtext/clientlibs-button.min.05014ed24e6422289f02e026aef427f0.js	(from https://www.pwc.fr/)
22:09:37	4099/4099	---M--	200	added ('OK')	image/gif	date:Sat,%2026%20Nov%202022%2003:10:30%20GMT	https://www.pwc.fr/etc.clientlibs/pwc/clientlibs/components-colors/resources/images/twittersearch/loading-tw.gif	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/clientlibs/components-colors/resources/images/twittersearch/loading-tw.gif	(from https://www.pwc.fr/)
22:09:38	369/369	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Nov%202022%2003:10:30%20GMT	https://www.pwc.fr/etc.clientlibs/pwc/clientlibs/components-colors/resources/images/twittersearch/disable-tw.png	C:/Mes%20Sites%20Web/pw/www.pwc.fr/etc.clientlibs/pwc/clientlibs/components-colors/resources/images/twittersearch/disable-tw.png	(from https://www.pwc.fr/)
22:09:38	79937/79937	---M--	200	added ('OK')	image/jpeg	etag:%2218e04-5ee5a45f4b318%22	https://www.pwc.com/gx/en/brand-simplified/teaser-images-670/hospitality-leisure/damil-gettyimages-918400278-670.jpg	C:/Mes%20Sites%20Web/pw/www.pwc.com/gx/en/brand-simplified/teaser-images-670/hospitality-leisure/damil-gettyimages-918400278-670.jpg	(from https://www.pwc.fr/)
